MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,49-94-1925,,,,,49-94-1925,"49-94-1925 Milw 10""x1/8""x5/8"" Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-1925,,General Industrial Products,"Milwaukee, Disc, 49-94-1925 - Professional Grade B2B Certified",PROD 49-94-1925,Milwaukee Standard Series 49-94-1925 Disc,Milwaukee Disc.,Disc,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-1935,,,,,49-94-1935,"49-94-1935 Milw 12""x1/8""x1"" Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-1935,,General Industrial Products,"Milwaukee, Disc, 49-94-1935 - Professional Grade B2B Certified",PROD 49-94-1935,Milwaukee Standard Series 49-94-1935 Disc,Milwaukee Disc.,Disc,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-1940,,,,,49-94-1940,"49-94-1940 Milw 14""x1/8""x1"" Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-1940,,General Industrial Products,"Milwaukee, Disc, 49-94-1940 - Professional Grade B2B Certified",PROD 49-94-1940,Milwaukee Standard Series 49-94-1940 Disc,Milwaukee Disc.,Disc,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0501,,,,,49-94-0501,"49-94-0501 Milw 4""x1/4""x5/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0501,,General Industrial Products,"Milwaukee, Wheel, 49-94-0501 - Professional Grade B2B Certified",PROD 49-94-0501,Milwaukee Standard Series 49-94-0501 Wheel,Milwaukee Wheel.,Wheel,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0503,,,,,49-94-0503,"49-94-0503 Milw 4-1/2""x1/4""x7/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0503,,General Industrial Products,"Milwaukee, Wheel, 49-94-0503 - Professional Grade B2B Certified",PROD 49-94-0503,Milwaukee Standard Series 49-94-0503 Wheel,Milwaukee Wheel.,Wheel,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0523,,,,,49-94-0523,"49-94-0523 Milw 6""x1/4""x7/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0523,,General Industrial Products,"Milwaukee, Wheel, 49-94-0523 - Professional Grade B2B Certified",PROD 49-94-0523,Milwaukee Standard Series 49-94-0523 Wheel,Milwaukee Wheel.,Wheel,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-1955,,,,,49-94-1955,"49-94-1955 Milw 4-1/2""x1/4""x7/8"" Masonry Grinding Wheel",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-1955,,General Industrial Products,"Milwaukee, Wheel, 49-94-1955 - Professional Grade B2B Certified",PROD 49-94-1955,Milwaukee Standard Series 49-94-1955 Wheel,Milwaukee Wheel.,Wheel,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-1965,,,,,49-94-1965,"49-94-1965 Milw 7""x1/4""x7/8"" Masonry Grinding Wheel",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-1965,,General Industrial Products,"Milwaukee, Wheel, 49-94-1965 - Professional Grade B2B Certified",PROD 49-94-1965,Milwaukee Standard Series 49-94-1965 Wheel,Milwaukee Wheel.,Wheel,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0513,,,,,49-94-0513,"49-94-0513 Milw 5""x1/4""x7/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0513,,General Industrial Products,"Milwaukee, Wheel, 49-94-0513 - Professional Grade B2B Certified",PROD 49-94-0513,Milwaukee Standard Series 49-94-0513 Wheel,Milwaukee Wheel.,Wheel,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0533,,,,,49-94-0533,"49-94-0533 Milw 7""x1/4""x7/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,49-94-0533,,General Industrial Products,"Milwaukee, Wheel, 49-94-0533 - Professional Grade B2B Certified",PROD 49-94-0533,Milwaukee Standard Series 49-94-0533 Wheel,Milwaukee Wheel.,Wheel,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,DFBLBLOMFN01G,,,,,DFBLBLOMFN01G,DFBLBLOMFN01G Diablo 220 Grit - Flat Edge Sanding Sponge,,,,Freud Inc (2435),Freud,Diablo,,DFBLBLOMFN01G,,General Industrial Products,"Freud Diablo, Industrial Part, DFBLBLOMFN01G - Professional Grade B2B Certified",PROD DFBLBLOMFN01G,Diablo Standard Series DFBLBLOMFN01G Industrial Part,Diablo Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,1700-1PK-BB40,,,,,1700-1PK-BB40,3/4x60' Vinyl Elect Tape,,,3M,3 M Co (5293),3 M Co,3M,,1700-1PK-BB40,,General Industrial Products,"3 M Co 3M, Industrial Part, 1700-1PK-BB40 - Professional Grade B2B Certified",PROD 1700-1PK-BB40,3M Standard Series 1700-1PK-BB40 Industrial Part,3M Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,543302126,,,,,543302126,6' Wh Select T-Rail Kit Horiz - w/Sq Composite Balusters,TREX,,,U S Lumber (3073),U S Lumber,TREX,,543302126,,General Industrial Products,"U S Lumber TREX, Industrial Part, 543302126 - Professional Grade B2B Certified",PROD 543302126,TREX Standard Series 543302126 Industrial Part,TREX Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,543302146,,,,,543302146,8' Wh Select T-Rail Kit Horiz - w/Sq Composite Balusters,TREX,,,U S Lumber (3073),U S Lumber,TREX,,543302146,,General Industrial Products,"U S Lumber TREX, Industrial Part, 543302146 - Professional Grade B2B Certified",PROD 543302146,TREX Standard Series 543302146 Industrial Part,TREX Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,543300256,,,,,543300256,6' Black Select Classic Horiz - Rail w/Rnd Black Alum Baluster,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543300256,,General Industrial Products,"Boise Cascade Building Materials TREX, Industrial Part, 543300256",PROD 543300256,TREX Standard Series 543300256 Industrial Part,TREX Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,543300276,,,,,543300276,8' Black Select Classic Horiz - Rail w/Rnd Black Alum Baluster,TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543300276,,General Industrial Products,"Boise Cascade Building Materials TREX, Industrial Part, 543300276",PROD 543300276,TREX Standard Series 543300276 Industrial Part,TREX Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,543340126,,,,,543340126,"6'x36"" Select Alm w/Sq Bal Hor - Assembled Black Rail Panel",TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543340126,,General Industrial Products,"Boise Cascade Building Materials TREX, Industrial Part, 543340126",PROD 543340126,TREX Standard Series 543340126 Industrial Part,TREX Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,543340127,,,,,543340127,"6'x36"" Select Alm w/Sq Bal Str - Assembled Black Rail Panel",TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543340127,,General Industrial Products,"Boise Cascade Building Materials TREX, Industrial Part, 543340127",PROD 543340127,TREX Standard Series 543340127 Industrial Part,TREX Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,543340146,,,,,543340146,"8'x36"" Select Alm w/Sq Bal Hor - Assembled Black Rail Panel",TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543340146,,General Industrial Products,"Boise Cascade Building Materials TREX, Industrial Part, 543340146",PROD 543340146,TREX Standard Series 543340146 Industrial Part,TREX Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,543340147,,,,,543340147,"8'x36"" Select Alm w/Sq Bal Str - Assembled Black Rail Panel",TREX,,,Boise Cascade Building Materials (BOICA),Boise Cascade Building Materials,TREX,,543340147,,General Industrial Products,"Boise Cascade Building Materials TREX, Industrial Part, 543340147",PROD 543340147,TREX Standard Series 543340147 Industrial Part,TREX Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,ADB15516CS,,,,,ADB15516CS,1x6-16' Coastline Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,,,Parksite (6151),Parksite,TIMBERTECH,,ADB15516CS,,General Industrial Products,"Parksite TIMBERTECH, Industrial Part, ADB15516CS - Professional Grade B2B Certif",PROD ADB15516CS,TIMBERTECH Standard Series ADB15516CS Industrial Part,TIMBERTECH Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,ADB15520CS,,,,,ADB15520CS,1x6-20' Coastline Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,,,Parksite (6151),Parksite,TIMBERTECH,,ADB15520CS,,General Industrial Products,"Parksite TIMBERTECH, Industrial Part, ADB15520CS - Professional Grade B2B Certif",PROD ADB15520CS,TIMBERTECH Standard Series ADB15520CS Industrial Part,TIMBERTECH Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,ADB15516EW,,,,,ADB15516EW,1x6-16' English Walnut Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,,,Parksite (6151),Parksite,TIMBERTECH,,ADB15516EW,,General Industrial Products,"Parksite TIMBERTECH, Industrial Part, ADB15516EW - Professional Grade B2B Certif",PROD ADB15516EW,TIMBERTECH Standard Series ADB15516EW Industrial Part,TIMBERTECH Industrial Part.,Industrial Part,High-quality industrial product engineered for maximum reliability and efficiency.,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
